year_month,sku_id,factory_type,factory,product_category,product_series,labor_unit_price,sku_source,monthly_order_qty,monthly_delivery_qty,monthly_delivery_labor_value
2024-04-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,2,328.824
2024-09-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,2,328.39200000000005
2024-03-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,2,326.37600000000003
2023-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,165.96
2023-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,165.96
2023-09-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,165.168
2025-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,164.412
2024-06-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,164.286
2024-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,164.19600000000003
2024-05-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,163.674
2024-01-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,163.584
2024-01-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,163.584
2023-12-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,1,163.008
2022-06-01,SKU_000002,External,Factory_014,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_030,Other,Series_002,180.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_030,Other,Series_002,180.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,180.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,182.0,Unknown,0,1,0.0
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,183.0,Unknown,0,2,0.0
2022-05-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,183.20000000000002,Unknown,1,1,183.20000000000002
2023-04-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,183.5,Unknown,0,1,161.86535
2023-03-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,183.5,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,184.8,Unknown,0,1,0.0
2022-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,185.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,185.0,Unknown,0,0,0.0
2023-04-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,186.0,Unknown,1,0,0.0
2023-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,186.0,Unknown,0,1,171.49200000000002
2023-03-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_029,186.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,187.0,Unknown,1,0,0.0
2022-08-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,187.0,Unknown,0,1,187.0
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,187.8,Unknown,0,1,0.0
2022-04-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,189.0,Unknown,0,1,0.0
2022-11-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,189.4,Unknown,1,0,0.0
2022-12-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,189.4,Unknown,0,1,189.4
2024-04-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,4,0,0.0
2024-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,2,3,518.301
2024-08-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,2,1,173.318
2024-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,2,1,173.318
2024-11-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,2,346.636
2024-12-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,1,173.54600000000002
2024-09-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,1,173.318
2024-03-01,SKU_000002,In-house,Factory_051,K-Gold & Platinum,Series_002,190.0,Unknown,1,0,0.0
2023-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,0,0.0
2024-02-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,0,0.0
2025-04-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,190.0,Unknown,1,0,0.0
2024-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_003,190.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_005,190.0,Unknown,1,0,0.0
2024-09-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_027,190.0,Unknown,1,0,0.0
2024-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,2,346.826
2024-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,173.54600000000002
2025-01-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,173.54600000000002
2025-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,173.54600000000002
2025-04-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,173.54600000000002
2024-09-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_003,190.0,Unknown,0,1,173.318
2024-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_027,190.0,Unknown,0,1,173.318
2023-11-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,172.862
2024-04-01,SKU_000002,In-house,Factory_051,K-Gold & Platinum,Series_002,190.0,Unknown,0,1,172.53900000000002
2024-03-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,172.25400000000002
2023-04-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,1,167.59900000000002
2022-08-01,SKU_000002,In-house,Factory_030,K-Gold & Platinum,Series_002,190.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,190.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,190.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_012,190.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_012,190.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,190.60000000000002,Unknown,1,0,0.0
2022-06-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,190.60000000000002,Unknown,0,1,190.60000000000002
2022-04-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,191.20000000000002,Unknown,1,0,0.0
2022-06-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,191.20000000000002,Unknown,0,1,191.20000000000002
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,191.60000000000002,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,191.60000000000002,Unknown,0,1,191.60000000000002
2022-04-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,191.8,Unknown,1,0,0.0
2022-06-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,191.8,Unknown,0,1,191.8
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,192.0,Unknown,1,1,192.0
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,192.0,Unknown,0,1,0.0
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,192.3,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,192.3,Unknown,0,1,192.3
2022-04-01,SKU_000002,External,Factory_112,Gem-set Jewelry,Series_002,192.8,Unknown,0,0,0.0
2022-06-01,SKU_000002,External,Factory_112,Gem-set Jewelry,Series_002,192.8,Unknown,0,0,0.0
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,193.20000000000002,Unknown,1,1,193.20000000000002
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,193.5,Unknown,1,1,193.5
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,193.5,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,193.5,Unknown,0,1,193.5
2022-04-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,194.20000000000002,Unknown,1,0,0.0
2022-05-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,194.20000000000002,Unknown,0,1,194.20000000000002
2022-04-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,194.8,Unknown,1,0,0.0
2022-06-01,SKU_000002,External,Factory_009,Gem-set Jewelry,Series_002,194.8,Unknown,0,1,194.8
2022-04-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,195.4,Unknown,0,1,0.0
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,196.20000000000002,Unknown,1,1,196.20000000000002
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,196.3,Unknown,1,0,0.0
2022-11-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,196.3,Unknown,0,1,196.3
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,196.8,Unknown,1,1,196.8
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,198.0,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,198.0,Unknown,0,1,198.0
2022-06-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,198.0,Unknown,0,1,0.0
2022-05-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,198.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,199.60000000000002,Unknown,1,1,199.60000000000002
2023-06-01,SKU_000002,External,Factory_090,Gem-set Jewelry,Series_002,200.0,Unknown,4,4,800.0
2022-06-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,200.0
2024-10-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,200.0
2024-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,182.54000000000002
2024-11-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,182.44000000000003
2024-05-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,181.86
2024-04-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,181.62
2024-04-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,181.62
2023-12-01,SKU_000002,External,Factory_125,Gem-set Jewelry,Series_002,200.0,Unknown,1,1,181.12
2025-03-01,SKU_000002,External,Factory_012,K-Gold & Platinum,Series_002,200.0,Unknown,1,0,0.0
2023-04-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2024-08-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2023-12-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2023-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2024-01-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2024-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2023-12-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2024-02-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2024-10-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,1,0,0.0
2024-09-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,200.0
2023-06-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,184.4
2023-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,184.4
2025-04-01,SKU_000002,External,Factory_012,K-Gold & Platinum,Series_002,200.0,Unknown,0,1,182.68
2024-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,182.68
2024-07-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,182.68
2024-12-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,182.68
2025-04-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,182.68
2024-01-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,181.76
2024-01-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,181.76
2024-02-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,1,181.5
2022-09-01,SKU_000002,External,Factory_126,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,External,Factory_126,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,External,Factory_126,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_030,Other,Series_002,200.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_030,Other,Series_002,200.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,200.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_029,201.0,Unknown,0,0,0.0
2025-06-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,203.4,Unknown,1,1,185.78556000000003
2022-04-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,204.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_051,K-Gold & Platinum,Series_011,205.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,External,Factory_096,Gem-set Jewelry,Series_002,205.58000000000004,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_096,Gem-set Jewelry,Series_002,205.58000000000004,Unknown,0,1,205.58000000000004
2023-09-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,206.3,Unknown,1,0,0.0
2023-11-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,206.3,Unknown,0,1,187.69174
2023-10-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,206.3,Unknown,0,0,0.0
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,207.0,Unknown,1,1,207.0
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,209.3,Unknown,1,1,209.3
2023-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,210.0,Unknown,3,0,0.0
2023-05-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,210.0,Unknown,2,0,0.0
2023-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,210.0,Unknown,1,0,0.0
2024-09-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,210.0,Unknown,1,0,0.0
2023-07-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,210.0,Unknown,0,3,576.072
2023-06-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,210.0,Unknown,0,2,387.24
2023-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,210.0,Unknown,0,1,193.62
2024-10-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,210.0,Unknown,0,1,191.562
2022-10-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,210.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,210.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,210.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,210.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,210.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,211.3,Unknown,0,1,0.0
2023-03-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,212.0,Unknown,0,0,0.0
2024-11-01,SKU_000002,External,Factory_047,K-Gold & Platinum,Series_002,213.20000000000002,Unknown,1,0,0.0
2025-03-01,SKU_000002,External,Factory_047,K-Gold & Platinum,Series_002,213.20000000000002,Unknown,0,1,213.20000000000002
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,214.20000000000002,Unknown,1,1,214.20000000000002
2022-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,215.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,215.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,216.0,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,216.0,Unknown,0,1,216.0
2023-04-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,216.0,Unknown,0,1,190.5336
2023-03-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,216.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,218.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,218.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,218.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,218.0,Unknown,0,0,0.0
2024-09-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,219.0,Unknown,1,0,0.0
2025-01-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,219.0,Unknown,0,1,219.0
2022-04-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,219.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_069,Gem-set Jewelry,Series_002,219.5,Unknown,0,1,0.0
2023-04-01,SKU_000002,In-house,Factory_030,Other,Series_002,220.0,Unknown,3,3,582.186
2023-09-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,220.0,Unknown,1,1,201.872
2024-02-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_008,220.0,Unknown,1,1,199.65
2024-03-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,220.0,Unknown,1,1,199.452
2023-04-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,220.0,Unknown,1,0,0.0
2023-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,220.0,Unknown,1,0,0.0
2023-11-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,220.0,Unknown,1,0,0.0
2024-05-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,220.0,Unknown,1,0,0.0
2023-06-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,220.0,Unknown,0,1,202.84000000000003
2023-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,220.0,Unknown,0,1,202.84000000000003
2024-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,220.0,Unknown,0,1,200.794
2024-01-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,220.0,Unknown,0,1,199.936
2023-05-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,220.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_051,K-Gold & Platinum,Series_002,220.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_051,K-Gold & Platinum,Series_002,220.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,220.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,220.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,220.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_011,220.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_011,220.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,220.20000000000002,Unknown,1,1,220.20000000000002
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,220.60000000000002,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,220.60000000000002,Unknown,0,1,220.60000000000002
2022-07-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,223.20000000000002,Unknown,1,1,223.20000000000002
2022-04-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,225.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,225.4,Unknown,1,0,0.0
2022-10-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,225.4,Unknown,0,1,225.4
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,226.20000000000002,Unknown,1,0,0.0
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,226.20000000000002,Unknown,0,1,226.20000000000002
2022-04-01,SKU_000002,External,Factory_040,Gem-set Jewelry,Series_002,227.0,Unknown,0,0,0.0
2024-11-01,SKU_000002,External,Factory_047,K-Gold & Platinum,Series_002,227.60000000000002,Unknown,1,0,0.0
2025-03-01,SKU_000002,External,Factory_047,K-Gold & Platinum,Series_002,227.60000000000002,Unknown,0,1,227.60000000000002
2024-01-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,230.0,Unknown,2,2,418.048
2025-06-01,SKU_000002,External,Factory_090,Gem-set Jewelry,Series_002,230.0,Unknown,1,1,230.0
2023-11-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,230.0,Unknown,1,0,0.0
2024-05-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,230.0,Unknown,1,0,0.0
2024-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,230.0,Unknown,1,0,0.0
2024-07-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,230.0,Unknown,0,1,210.08200000000002
2024-07-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,230.0,Unknown,0,1,210.08200000000002
2024-01-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,230.0,Unknown,0,1,209.024
2022-10-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,230.0,Unknown,0,0,0.0
2024-06-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,230.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,External,Factory_121,Unknown,Series_002,230.32,Unknown,1,1,230.32
2025-03-01,SKU_000002,External,Factory_012,K-Gold & Platinum,Series_002,230.70000000000002,Unknown,1,0,0.0
2025-04-01,SKU_000002,External,Factory_012,K-Gold & Platinum,Series_002,230.70000000000002,Unknown,0,1,210.72138
2022-10-01,SKU_000002,External,Factory_072,Gem-set Jewelry,Series_002,231.53300000000002,Unknown,1,0,0.0
2022-11-01,SKU_000002,External,Factory_072,Gem-set Jewelry,Series_002,231.53300000000002,Unknown,0,1,231.53300000000002
2022-08-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,234.20000000000002,Unknown,2,1,234.20000000000002
2022-09-01,SKU_000002,External,Factory_017,Gem-set Jewelry,Series_002,234.20000000000002,Unknown,0,1,234.20000000000002
